loop,time,pressure
0,0.10274147987365723,39
1,2.525348424911499,39
2,3.528904438018799,39
3,4.533039569854736,39
4,5.535966634750366,39
5,6.539140462875366,38
6,7.54237699508667,39
8,9.546793937683105,39
9,10.550979852676392,38
10,11.553695678710938,38
11,12.555479049682617,39
12,13.557957887649536,38
13,14.560834407806396,40
14,15.564354181289673,38
15,16.566856384277344,39
16,17.569748878479004,38
17,18.572852611541748,40
18,19.575899600982666,39
19,20.57855463027954,38
20,21.58168387413025,39
21,22.58486557006836,38
22,23.587847232818604,38
23,24.59037756919861,39
24,25.600944757461548,38
25,26.603155851364136,38
26,27.605756998062134,39
27,28.608240842819214,39
28,29.61072015762329,38
29,30.613920211791992,38
30,31.616029262542725,38
31,32.618767738342285,38
32,33.621697187423706,39
33,34.62431502342224,38
34,35.626933574676514,38
35,36.62953567504883,39
36,37.63250660896301,38
37,38.63515377044678,39
38,39.63788723945618,39
39,40.640411138534546,39
40,41.6429705619812,39
41,42.64597463607788,40
42,43.64897036552429,39
43,44.65136504173279,39
44,45.6541805267334,39
45,46.65709114074707,38
46,47.6600182056427,38
47,48.663196325302124,38
48,49.66733956336975,39
49,50.670472383499146,38
50,51.673847913742065,39
51,52.67618107795715,39
52,53.68337965011597,39
53,54.68706154823303,39
54,55.689950466156006,38
55,56.692694902420044,39
56,57.695996046066284,40
57,58.69882798194885,39
58,59.70217823982239,39
59,60.704898834228516,39
60,61.70739459991455,38
61,62.71047592163086,38
62,63.7136492729187,39
63,64.71622085571289,39
64,65.71911764144897,40
65,66.72171139717102,39
66,67.72442746162415,39
67,68.72785019874573,39
68,69.73045682907104,39
69,70.73350214958191,39
