loop,time,pressure,mass
2,9.899776697158813,21,4.277
3,11.021429300308228,21,4.277
4,12.260470867156982,20,4.277
6,14.605753421783447,1,4.277
7,15.81656289100647,21,4.277
8,16.96550226211548,20,4.277
9,18.10353946685791,21,4.277
10,19.224515914916992,21,4.277
11,20.361496448516846,21,4.277
12,21.512521266937256,21,4.277
13,22.649484634399414,21,4.278
14,23.787532329559326,22,4.277
15,24.950529098510742,22,4.277
16,26.084557056427002,22,4.277
17,27.206453800201416,22,4.277
18,28.354504108428955,21,4.277
19,29.49148154258728,20,4.277
20,30.612480401992798,22,4.277
21,31.763479232788086,21,4.277
22,32.89749073982239,22,4.277
23,34.01945996284485,21,4.277
24,35.17744565010071,21,4.28
25,36.355462074279785,17,4.281
26,37.560482025146484,16,4.274
27,38.687400817871094,18,4.272
28,39.82130789756775,15,4.273
29,40.99139046669006,17,4.264
30,42.18040704727173,16,4.26
31,43.31943082809448,18,4.259
32,44.43338370323181,15,4.258
33,45.57539629936218,18,4.256
34,46.76736402511597,16,4.251
35,47.91741371154785,15,4.248
36,49.110347747802734,16,4.244
37,50.295348167419434,16,4.241
38,51.492302656173706,15,4.237
39,52.73326897621155,16,4.236
40,53.905314445495605,15,4.228
41,55.06132888793945,15,4.224
42,56.255367279052734,16,4.222
43,57.38736844062805,15,4.221
44,58.55429768562317,15,4.214
45,59.731244802474976,15,4.211
46,60.90714240074158,15,4.207
47,62.063233852386475,15,4.202
48,63.26918029785156,15,4.198
49,64.41829013824463,15,4.196
50,65.62726664543152,14,4.191
51,66.79627633094788,14,4.187
52,67.97330355644226,14,4.184
53,69.2082736492157,14,4.18
54,70.39618277549744,13,4.176
55,71.60817742347717,14,4.173
56,72.74912142753601,14,4.173
57,73.90912342071533,13,4.166
58,75.07810997962952,14,4.162
59,76.2672278881073,13,4.158
60,77.44229984283447,13,4.158
61,78.5622730255127,13,4.155
62,79.76622724533081,14,4.152
63,80.90423679351807,12,4.142
64,82.09226655960083,12,4.139
65,83.28025841712952,12,4.136
66,84.41515684127808,12,4.13
67,85.5832166671753,12,4.13
68,86.72915744781494,12,4.124
69,87.84322118759155,13,4.123
70,88.99706244468689,13,4.117
71,90.20619821548462,12,4.115
72,91.40101408958435,12,4.11
73,92.58606219291687,12,4.109
74,93.71916341781616,12,4.106
75,94.84111833572388,12,4.103
76,95.98129200935364,12,4.095
77,97.15416169166565,12,4.091
78,98.3361668586731,11,4.086
79,99.46514058113098,12,4.084
80,100.65110611915588,11,4.078
81,101.83613395690918,12,4.078
82,103.0070321559906,12,4.072
83,104.1830723285675,11,4.069
84,105.38011026382446,12,4.068
85,106.55009412765503,12,4.066
86,107.73811149597168,11,4.063
87,108.87612986564636,12,4.053
88,110.04600858688354,12,4.05
89,111.23102331161499,12,4.048
90,112.38303780555725,12,4.047
91,113.54914450645447,11,4.044
92,114.75302290916443,11,4.04
93,115.8909559249878,12,4.031
94,117.0528917312622,12,4.029
95,118.23209190368652,12,4.023
96,119.42410063743591,2,4.021
97,120.54604530334473,11,4.017
98,121.72406077384949,12,4.013
99,122.92088866233826,12,4.009
100,124.16187405586243,11,4.005
101,125.33279061317444,12,4.004
102,126.53588962554932,12,4.002
103,127.65077543258667,12,3.999
104,128.8019881248474,11,3.99
105,129.96983122825623,12,3.989
106,131.2314703464508,12,3.982
107,132.373770236969,12,3.979
109,134.5545470714569,11,3.972
110,135.67185425758362,12,3.968
111,136.85271573066711,12,3.968
112,137.98599529266357,12,3.965
113,139.135840177536,11,3.962
114,140.2749216556549,11,3.96
115,141.4100000858307,12,3.95
116,142.60700225830078,12,3.948
117,143.81293487548828,11,3.947
118,144.9778928756714,1,3.944
119,146.15187978744507,11,3.934
120,147.3089997768402,12,3.932
121,148.4897906780243,12,3.929
122,149.66398334503174,11,3.928
123,150.80390429496765,11,3.923
124,151.93381786346436,11,3.916
125,153.12285947799683,11,3.914
126,154.27588081359863,12,3.908
127,155.4507508277893,12,3.906
128,156.5727322101593,11,3.901
129,157.71378707885742,12,3.898
130,158.89279651641846,11,3.895
131,160.07768774032593,11,3.89
132,161.28674912452698,12,3.888
133,162.43792152404785,11,3.881
134,163.6298542022705,12,3.881
135,164.84574604034424,11,3.879
136,166.06388068199158,11,3.871
137,167.23977971076965,11,3.867
138,168.4278244972229,1,3.863
139,169.61081743240356,12,3.86
140,170.7999551296234,11,3.859
141,171.93574237823486,11,3.858
142,173.1016891002655,11,3.854
143,174.29992842674255,11,3.845
144,175.46306681632996,11,3.841
145,176.65985465049744,11,3.838
146,177.84284806251526,11,3.836
147,179.005788564682,12,3.835
148,180.18280482292175,11,3.832
149,181.31879019737244,11,3.823
150,182.4837625026703,11,3.82
151,183.64054489135742,11,3.817
152,184.82052612304688,12,3.813
153,186.00284147262573,12,3.812
154,187.1497402191162,11,3.804
155,188.34455919265747,12,3.798
156,189.53872752189636,11,3.797
157,190.65272092819214,12,3.797
158,191.85573410987854,12,3.79
159,193.0206515789032,11,3.786
162,196.18482875823975,1,3.776
163,197.35771822929382,12,3.771
164,198.56568717956543,11,3.77
165,199.72447609901428,12,3.768
166,200.8925223350525,1,3.761
167,202.01659393310547,11,3.757
