loop,time,pressure
0,0.10447025299072266,39
2,3.526340961456299,38
3,4.5296852588653564,40
4,5.532897710800171,39
5,6.536159515380859,38
6,7.539665460586548,39
7,8.542465448379517,38
8,9.544435262680054,38
9,10.547546625137329,39
10,11.55013370513916,38
11,12.553037405014038,40
12,13.55685019493103,38
13,14.559738159179688,38
14,15.56223177909851,39
15,16.56466007232666,38
16,17.567548513412476,47
17,18.570791482925415,50
18,19.572890043258667,52
19,20.57536482810974,55
20,21.57882595062256,59
21,22.58109474182129,62
22,23.583765983581543,66
23,24.58674693107605,68
24,25.59343647956848,69
25,26.59672474861145,83
26,27.599332809448242,81
27,28.60179567337036,81
28,29.60454797744751,86
29,30.60746955871582,92
30,31.60987615585327,91
31,32.611958742141724,95
32,33.61503624916077,98
33,34.61727809906006,97
34,35.619868755340576,101
35,36.6224148273468,104
36,37.625176429748535,108
37,38.628615617752075,112
38,39.631205320358276,113
39,40.63383483886719,117
40,41.63634204864502,121
41,42.639145374298096,124
42,43.64175271987915,127
43,44.64453315734863,130
44,45.64718008041382,135
45,46.650198459625244,138
46,47.65293002128601,139
47,48.65505409240723,142
48,49.65787672996521,145
49,50.659740686416626,147
50,51.66187930107117,151
51,52.665241718292236,153
52,53.66783046722412,157
53,54.67093276977539,160
54,55.674046993255615,164
55,56.676055669784546,165
56,57.67990040779114,169
57,58.682417154312134,173
58,59.68510103225708,175
59,60.687856674194336,179
60,61.69034242630005,183
61,62.692142963409424,185
62,63.694469690322876,187
63,64.69712495803833,191
64,65.69973087310791,195
65,66.70269989967346,204
66,67.70470905303955,203
67,68.70768713951111,204
68,69.71106553077698,205
69,70.71344351768494,204
70,71.71664524078369,205
71,72.71958518028259,204
72,73.722172498703,204
73,74.72513556480408,204
74,75.72815370559692,204
75,76.73069763183594,204
76,77.73334789276123,204
77,78.73617506027222,203
78,79.73860383033752,204
79,80.74074101448059,204
80,81.74365496635437,204
81,82.7468147277832,203
82,83.74903607368469,203
83,84.75233054161072,204
84,85.75577163696289,204
85,86.75796508789062,203
86,87.76072573661804,204
87,88.7633056640625,204
88,89.76534056663513,204
89,90.76788878440857,203
90,91.77136516571045,202
92,93.77689385414124,203
93,94.7794861793518,204
94,95.78115892410278,203
95,96.78477764129639,204
96,97.78689050674438,203
97,98.78952264785767,203
98,99.79230642318726,203
99,100.79486441612244,203
100,101.79771852493286,204
101,102.80037569999695,204
102,103.80243945121765,205
103,104.8046646118164,203
104,105.80704641342163,203
105,106.81082797050476,204
106,107.8133955001831,203
107,108.81667709350586,204
108,109.8193781375885,204
109,110.8231475353241,203
110,111.82573819160461,203
111,112.82819175720215,204
112,113.83002924919128,204
113,114.83265209197998,204
114,115.83527970314026,203
115,116.8390383720398,204
116,117.84204173088074,203
117,118.84468126296997,204
118,119.8475730419159,203
119,120.85034108161926,204
120,121.85265016555786,203
121,122.8559422492981,205
122,123.85909247398376,204
123,124.8614330291748,204
124,125.86377286911011,202
125,126.86636519432068,204
126,127.86921763420105,204
127,128.87255358695984,203
128,129.87501120567322,205
129,130.87752866744995,211
130,131.88094782829285,208
131,132.88382601737976,206
132,133.88639760017395,206
133,134.88882637023926,207
134,135.89181995391846,195
135,136.89453768730164,205
136,137.89639496803284,206
137,138.89977431297302,206
138,139.9023404121399,207
139,140.90477919578552,206
140,141.90757584571838,207
141,142.91066789627075,208
142,143.91293835639954,206
143,144.91603326797485,208
144,145.9183509349823,206
145,146.9207136631012,207
146,147.9236946105957,206
147,148.92679142951965,208
148,149.93027806282043,207
149,150.93359923362732,208
150,151.93660831451416,208
151,152.939120054245,206
152,153.94260668754578,208
153,154.94560742378235,207
154,155.94920873641968,206
155,156.95251941680908,201
156,157.95561361312866,218
157,158.95935201644897,211
158,159.9617531299591,211
159,160.96395254135132,212
160,161.96637988090515,218
161,162.96875047683716,221
162,163.97072458267212,224
163,164.97326707839966,226
164,165.97588109970093,229
165,166.97862935066223,233
166,167.98180842399597,237
167,168.98467326164246,239
168,169.98777103424072,243
169,170.99189114570618,247
170,171.99478483200073,250
171,172.99749279022217,252
173,175.00264358520508,260
174,176.00544095039368,263
175,177.0078523159027,267
176,178.01056504249573,270
177,179.0137403011322,273
178,180.01687502861023,279
179,181.01937413215637,281
180,182.0213360786438,285
181,183.02333784103394,288
182,184.02553057670593,291
183,185.02862429618835,294
184,186.03155303001404,299
185,187.03463292121887,301
186,188.03767371177673,304
187,189.04047083854675,307
188,190.04307866096497,310
189,191.04533529281616,314
190,192.04755806922913,318
191,193.05044507980347,321
192,194.05355095863342,324
193,195.05529284477234,327
194,196.05855441093445,331
195,197.06101489067078,334
196,198.0633842945099,337
197,199.06576228141785,340
198,200.0686650276184,343
199,201.07127618789673,347
200,202.0741000175476,349
201,203.07674932479858,353
