loop,time,pressure
0,0.10597777366638184,638
2,3.499121904373169,639
3,4.50168251991272,641
6,7.506946563720703,637
7,8.508659601211548,638
8,9.51071810722351,636
9,10.51273226737976,636
10,11.514580965042114,637
11,12.517197132110596,636
12,13.519901275634766,636
13,14.521556854248047,637
14,15.522786378860474,638
15,16.525959014892578,637
16,17.528167486190796,635
17,18.53028917312622,637
18,19.532500982284546,627
19,20.53501558303833,625
20,21.536778688430786,637
21,22.538914442062378,639
22,23.54056692123413,624
23,24.542396545410156,624
24,25.544355154037476,623
25,26.546541213989258,623
26,27.548221349716187,623
27,28.550177812576294,623
28,29.55248785018921,624
29,30.554595232009888,624
30,31.55666208267212,626
31,32.55931305885315,628
32,33.56067657470703,627
33,34.563368797302246,619
34,35.56533646583557,631
35,36.56793212890625,630
36,37.56975769996643,628
37,38.57227945327759,629
38,39.5746967792511,630
39,40.57660269737244,629
40,41.578760385513306,630
41,42.579880714416504,631
42,43.58124494552612,627
43,44.5834219455719,624
44,45.58532524108887,626
45,46.58775591850281,627
46,47.589701652526855,633
47,48.59147262573242,620
48,49.594382524490356,633
49,50.59653043746948,626
50,51.598209857940674,631
51,52.59953260421753,629
52,53.60112285614014,627
53,54.60316848754883,632
54,55.60524106025696,631
55,56.60692548751831,629
58,59.61243486404419,627
59,60.613667249679565,629
60,61.61488151550293,640
61,62.618001222610474,632
62,63.62105679512024,631
63,64.62381196022034,632
64,65.62732887268066,629
65,66.6301805973053,628
66,67.63264751434326,628
67,68.64001393318176,629
68,69.64249444007874,632
69,70.64488220214844,631
70,71.64765620231628,632
71,72.65008687973022,631
72,73.65177011489868,630
73,74.65537881851196,631
74,75.6576976776123,631
75,76.66085577011108,632
76,77.66269445419312,633
77,78.66502833366394,632
78,79.66833400726318,632
79,80.67134046554565,632
80,81.67354416847229,633
81,82.67631316184998,633
82,83.67883610725403,632
83,84.76617336273193,632
84,85.76914048194885,632
85,86.77188420295715,631
86,87.77490186691284,630
87,88.77755498886108,631
88,89.78038263320923,633
89,90.783362865448,636
90,91.78589487075806,636
91,92.78887248039246,627
92,93.7912986278534,628
93,94.79458212852478,632
94,95.79698061943054,627
95,96.80005478858948,626
96,97.80365419387817,626
97,98.80606007575989,637
98,99.80943465232849,626
99,100.8123369216919,624
100,101.81526041030884,626
101,102.81753039360046,624
102,103.82068204879761,623
103,104.82448554039001,625
104,105.82763862609863,632
105,106.83042621612549,626
106,107.83336734771729,615
107,108.83637404441833,625
108,109.83819007873535,627
109,110.84118103981018,628
110,111.84344530105591,620
111,112.84707617759705,629
112,113.85070729255676,627
113,114.85279536247253,627
114,115.85597729682922,628
115,116.86245942115784,627
116,117.86578297615051,629
117,118.8681652545929,626
118,119.87151002883911,627
119,120.87442946434021,627
120,121.87719058990479,628
121,122.88023614883423,627
122,123.88302397727966,627
123,124.88593554496765,627
124,125.8889331817627,626
125,126.89167499542236,628
126,127.89349246025085,626
127,128.89590406417847,627
128,129.8986382484436,627
129,130.90183424949646,626
130,131.904967546463,627
131,132.9076635837555,7
132,133.91046357154846,6
133,134.91308975219727,8
134,135.9165015220642,27
135,136.91872644424438,29
136,137.92095065116882,625
137,138.92333054542542,598
138,139.92622447013855,609
139,140.92834877967834,618
140,141.93137574195862,646
141,142.9348394870758,622
142,143.9375925064087,624
143,144.9403042793274,625
144,145.943443775177,623
145,146.947003364563,624
146,147.94987273216248,624
147,148.9525167942047,624
148,149.95603728294373,623
149,150.9601800441742,623
150,151.963885307312,622
151,152.96720170974731,623
152,153.96955108642578,623
153,154.9764358997345,623
154,155.98107385635376,624
155,156.98373532295227,624
156,157.9861354827881,623
157,158.98834228515625,623
158,159.99098253250122,623
159,160.9937961101532,625
160,161.99698424339294,623
161,163.0000147819519,622
162,164.00179433822632,623
163,165.00517082214355,623
164,166.00831127166748,623
165,167.0111300945282,623
166,168.0132520198822,622
167,169.0163049697876,623
168,170.01926112174988,623
169,171.02282452583313,623
170,172.02654671669006,624
171,173.028165102005,624
172,174.0307011604309,631
173,175.0338099002838,621
174,176.03566360473633,654
175,177.0384020805359,622
176,178.0413269996643,579
177,179.04430747032166,648
178,180.04800391197205,593
179,181.05082631111145,605
180,182.05399703979492,623
181,183.05688786506653,619
182,184.06076192855835,616
183,185.06281995773315,624
184,186.06561279296875,619
185,187.0675802230835,612
186,188.07157921791077,609
187,189.07465958595276,597
188,190.0773856639862,626
189,191.07955265045166,607
190,192.08213305473328,617
191,193.08436560630798,616
192,194.08734822273254,619
193,195.08954882621765,616
194,196.09211993217468,616
195,197.09500765800476,616
196,198.09841108322144,617
197,199.10094261169434,616
198,200.10333943367004,617
199,201.10603380203247,618
200,202.10830116271973,619
201,203.11104154586792,614
202,204.1137855052948,616
203,205.11628913879395,616
204,206.1198947429657,619
