loop,time,pressure,mass
0,8.782877683639526,541,8.639
1,9.972022533416748,542,8.639
2,11.104999303817749,540,8.64
3,12.246947050094604,541,8.64
4,13.392303705215454,541,8.64
5,14.549939393997192,542,8.64
6,15.684944868087769,543,8.64
7,16.840855836868286,2,8.64
8,17.972026586532593,542,8.64
9,19.115962505340576,542,8.64
10,20.26097536087036,542,8.64
11,21.403938055038452,541,8.64
12,22.56301784515381,1,8.64
13,23.69695258140564,542,8.64
14,24.842995405197144,547,8.64
15,25.985846757888794,546,8.639
16,27.158019065856934,548,8.636
17,28.309979915618896,549,8.633
18,29.44693922996521,550,8.63
19,30.58394432067871,546,8.627
20,31.708917140960693,546,8.624
21,32.845892667770386,544,8.621
22,33.98468017578125,545,8.618
23,35.12194609642029,542,8.616
24,36.25995087623596,541,8.613
25,37.41093945503235,542,8.611
26,38.54994988441467,540,8.608
27,39.67392635345459,541,8.605
28,40.81193995475769,540,8.603
29,41.94891381263733,540,8.6
30,43.10192275047302,541,8.597
31,44.224894285202026,540,8.594
32,45.37587785720825,538,8.592
33,46.49986386299133,539,8.59
34,47.638861894607544,538,8.587
35,48.77688932418823,539,8.585
36,49.928853273391724,537,8.583
37,51.06578516960144,536,8.581
38,52.18976664543152,537,8.579
39,53.32768225669861,536,8.576
40,54.464651107788086,536,8.575
41,55.60381484031677,536,8.572
42,56.74071478843689,535,8.57
43,57.89280891418457,536,8.568
44,59.01673483848572,535,8.566
45,60.1537299156189,536,8.564
46,61.29182720184326,534,8.562
47,62.429728269577026,536,8.56
48,63.58271384239197,534,8.558
49,64.71970701217651,533,8.556
50,65.84370732307434,534,8.554
51,66.98070240020752,533,8.552
52,68.11971592903137,533,8.55
53,69.25665855407715,533,8.548
54,70.40968918800354,533,8.546
55,71.53267693519592,533,8.545
56,72.67069816589355,532,8.543
57,73.80865430831909,532,8.542
58,74.94666290283203,531,8.54
59,76.08368587493896,530,8.539
60,77.23670840263367,533,8.537
62,79.37425875663757,531,8.534
63,80.54276990890503,531,8.532
64,81.6826765537262,531,8.531
65,82.83163619041443,530,8.53
66,83.97263288497925,530,8.529
67,85.09362459182739,531,8.527
68,86.23462414741516,529,8.526
69,87.3696231842041,531,8.524
70,88.50961017608643,529,8.523
71,89.65859174728394,529,8.521
72,90.80057191848755,530,8.521
73,91.92052006721497,528,8.519
74,93.06154894828796,528,8.518
