loop,time,pressure,mass
0,0.10035181045532227,276,2.873
1,2.6713902950286865,276,2.871
2,3.8234589099884033,276,2.869
3,4.960533618927002,275,2.868
4,6.0855302810668945,278,2.867
5,7.222414970397949,275,2.865
6,8.361494064331055,276,2.864
7,9.498413562774658,274,2.862
8,10.650489091873169,274,2.861
9,11.787460565567017,274,2.86
10,12.912374496459961,274,2.858
11,14.04946494102478,272,2.857
12,15.188281774520874,274,2.855
13,16.3253653049469,274,2.854
14,17.477227449417114,272,2.852
15,18.615347623825073,271,2.851
16,19.73936176300049,276,2.849
17,20.89022159576416,273,2.848
18,22.015347719192505,272,2.847
19,23.153239011764526,271,2.845
20,24.304232358932495,271,2.844
21,25.428138971328735,271,2.842
22,26.566142320632935,271,2.841
23,27.717315912246704,270,2.84
24,28.8420512676239,1,2.838
25,29.979254722595215,271,2.837
26,31.131158590316772,270,2.836
28,33.255431175231934,270,2.833
29,34.434053897857666,272,2.831
30,35.572158098220825,268,2.83
31,36.710044145584106,269,2.828
32,37.86121892929077,268,2.827
33,39.000150203704834,270,2.826
34,40.122989892959595,268,2.824
35,41.274009704589844,269,2.823
36,42.39994430541992,270,2.821
37,43.53702640533447,269,2.82
38,44.68902015686035,9,2.818
39,45.81200289726257,268,2.817
40,46.96400570869446,269,2.816
42,49.10245728492737,268,2.813
43,50.268943548202515,267,2.812
44,51.406917095184326,267,2.811
45,52.55901026725769,267,2.809
46,53.696046352386475,264,2.808
47,54.83479714393616,265,2.806
48,55.958117961883545,265,2.806
49,57.095962047576904,267,2.804
50,58.2339870929718,267,2.803
51,59.3719277381897,267,2.801
52,60.52294850349426,266,2.8
53,61.661951780319214,266,2.799
54,62.784894704818726,266,2.797
55,63.922956228256226,265,2.796
56,65.06084680557251,266,2.795
57,66.19890570640564,265,2.793
58,67.35110378265381,264,2.792
59,68.48786640167236,263,2.79
60,69.61184096336365,264,2.789
61,70.74982595443726,265,2.788
62,71.8878321647644,265,2.786
63,73.0257682800293,265,2.785
65,75.1782705783844,61,2.783
66,76.34574270248413,263,2.782
67,77.48671817779541,262,2.78
68,78.63461256027222,262,2.779
69,79.77673888206482,264,2.778
70,80.91066813468933,261,2.776
71,82.03765535354614,263,2.775
72,83.17268228530884,262,2.774
73,84.31265807151794,261,2.772
74,85.46165060997009,262,2.771
75,86.60266876220703,262,2.77
76,87.73765015602112,260,2.768
77,88.8776364326477,262,2.767
78,90.00060415267944,260,2.766
79,91.14072155952454,260,2.764
80,92.28868985176086,259,2.762
81,93.41542434692383,260,2.761
82,94.5646345615387,260,2.76
83,95.70454835891724,259,2.759
84,96.8275671005249,260,2.757
85,97.96754264831543,259,2.757
86,99.11654710769653,260,2.755
87,100.25779986381531,259,2.754
88,101.39152646064758,258,2.752
89,102.51846551895142,260,2.75
90,103.65350008010864,259,2.75
91,104.79438853263855,260,2.748
92,105.92953205108643,257,2.747
93,107.08351850509644,257,2.745
94,108.21842765808105,257,2.744
95,109.35938715934753,257,2.743
96,110.48043847084045,258,2.742
97,111.6214509010315,256,2.741
98,112.75635862350464,256,2.739
99,113.9104425907135,256,2.738
100,115.04531645774841,256,2.736
101,116.18636703491211,256,2.735
102,117.30838465690613,256,2.733
103,118.4482524394989,255,2.733
104,119.58332538604736,255,2.731
105,120.73847937583923,256,2.73
106,121.87228989601135,255,2.728
107,123.0133466720581,256,2.727
108,124.13530921936035,255,2.726
109,125.27423214912415,254,2.725
110,126.42540502548218,254,2.723
111,127.55027484893799,254,2.722
112,128.69927263259888,255,2.72
113,129.8402075767517,5,2.72
114,130.96130681037903,252,2.718
115,132.10122513771057,253,2.717
116,133.2372920513153,252,2.715
117,134.39229798316956,252,2.714
118,135.52624130249023,253,2.713
119,136.66606163978577,251,2.712
120,137.7881555557251,252,2.71
121,138.9281497001648,253,2.709
122,140.06416034698486,254,2.707
123,141.21915316581726,253,2.706
124,142.35419607162476,251,2.706
125,143.4942147731781,251,2.704
126,144.61498141288757,252,2.703
127,145.75607824325562,250,2.701
128,146.89110660552979,2,2.701
129,148.04611706733704,249,2.699
130,149.18111872673035,253,2.698
131,150.32110166549683,249,2.696
132,151.44212532043457,252,2.695
133,152.5830488204956,251,2.693
134,153.7179582118988,250,2.692
135,154.85910558700562,249,2.691
136,155.9940505027771,251,2.69
137,157.1480095386505,248,2.688
138,158.28392219543457,249,2.687
139,159.4100329875946,249,2.686
140,160.55897450447083,248,2.685
141,161.6859748363495,250,2.683
142,162.82094883918762,248,2.682
143,163.97483777999878,249,2.681
144,165.09688019752502,248,2.68
145,166.2369351387024,250,2.678
146,167.37189650535583,248,2.677
147,168.51290726661682,248,2.675
148,169.64785718917847,246,2.674
149,170.80274510383606,248,2.673
150,171.9368715286255,248,2.672
151,173.06389832496643,246,2.67
152,174.19878339767456,247,2.669
153,175.33978533744812,247,2.668
154,176.47471523284912,248,2.666
155,177.62980794906616,246,2.665
156,178.75067496299744,248,2.664
157,179.89075708389282,246,2.663
158,181.02670097351074,244,2.661
159,182.16654419898987,244,2.661
160,183.31573867797852,244,2.659
161,184.4567699432373,245,2.658
162,185.57773733139038,246,2.656
163,186.7177815437317,244,2.656
164,187.8537540435791,244,2.654
165,188.99378371238708,245,2.653
166,190.12868356704712,245,2.652
167,191.28371739387512,244,2.65
168,192.41771245002747,243,2.649
169,193.54471349716187,245,2.648
170,194.6796839237213,242,2.647
171,195.82061004638672,243,2.645
172,196.9557225704193,244,2.644
173,198.11074662208557,244,2.643
174,199.24478721618652,44,2.642
175,200.37171530723572,242,2.64
176,201.50675177574158,243,2.639
177,202.64773631095886,241,2.638
178,203.78266191482544,242,2.636
179,204.92364478111267,242,2.635
180,206.05867838859558,242,2.634
181,207.21265530586243,241,2.633
