loop,time,pressure
0,0.10166335105895996,718
2,3.4930169582366943,719
3,4.4951207637786865,719
4,5.497508525848389,718
5,6.50014066696167,719
6,7.502285003662109,718
7,8.504302501678467,718
8,9.507174730300903,719
9,10.50950002670288,717
10,11.512461185455322,718
11,12.51413869857788,719
12,13.516249179840088,718
13,14.518789052963257,719
14,15.520965337753296,719
15,16.522951364517212,719
16,17.52489686012268,718
17,18.527411222457886,717
18,19.529455423355103,718
19,20.530989408493042,719
20,21.532792568206787,719
21,22.53459072113037,719
22,23.54290771484375,719
23,24.544567346572876,718
24,25.547075986862183,719
25,26.548513889312744,717
26,27.551209449768066,719
27,28.5540452003479,718
28,29.556618690490723,719
29,30.559398651123047,717
30,31.562029123306274,718
31,32.56521129608154,718
32,33.56889367103577,717
33,34.572930574417114,719
34,35.5751211643219,718
35,36.57773566246033,719
36,37.58122801780701,718
37,38.584165811538696,719
38,39.58918619155884,717
39,40.59184122085571,719
40,41.59527516365051,718
41,42.598390340805054,719
42,43.6008517742157,719
43,44.60444688796997,718
44,45.607656478881836,719
45,46.60987973213196,719
46,47.61371994018555,717
47,48.61665606498718,717
48,49.61918520927429,717
49,50.62208557128906,717
50,51.62500190734863,717
51,52.627670764923096,719
52,53.62998080253601,719
53,54.63214898109436,717
54,55.63430118560791,716
55,56.63683772087097,717
56,57.63923668861389,717
57,58.641844034194946,716
58,59.644336462020874,716
59,60.64637804031372,718
60,61.64950919151306,714
61,62.65303039550781,714
62,63.65492248535156,714
63,64.65738582611084,716
64,65.66007351875305,717
65,66.66299772262573,714
66,67.66596221923828,715
67,68.66867566108704,714
68,69.6720335483551,716
69,70.67351365089417,715
70,71.67679953575134,714
71,72.67980813980103,715
72,73.6836609840393,714
73,74.68626427650452,715
74,75.68912720680237,714
75,76.6911633014679,714
76,77.69332003593445,713
77,78.69582319259644,715
78,79.69856238365173,715
79,80.70139765739441,715
80,81.70361113548279,716
81,82.70564603805542,714
84,85.71057057380676,714
85,86.71287631988525,714
86,87.7154746055603,716
87,88.7180917263031,715
88,89.7214343547821,715
89,90.72484302520752,715
90,91.7280170917511,715
91,92.73258113861084,714
92,93.7348861694336,714
93,94.73763966560364,714
94,95.7407455444336,716
95,96.74341559410095,715
96,97.74618554115295,714
97,98.74901938438416,714
98,99.75131583213806,715
99,100.7539210319519,714
100,101.75639986991882,715
101,102.76034355163574,715
102,103.76332688331604,713
103,104.76623058319092,715
104,105.76855993270874,715
105,106.77236104011536,714
106,107.7752537727356,713
107,108.77751541137695,714
108,109.78064012527466,714
109,110.78275156021118,715
110,111.78516602516174,714
111,112.7872986793518,715
112,113.79048347473145,715
113,114.79395055770874,715
114,115.79708313941956,715
115,116.79969096183777,714
116,117.80205607414246,714
117,118.80440497398376,715
118,119.80671763420105,716
119,120.80949902534485,716
120,121.81220006942749,715
121,122.81531500816345,715
122,123.8172926902771,716
123,124.82089066505432,715
124,125.82301926612854,716
125,126.8252923488617,715
126,127.8277108669281,716
127,128.82999348640442,716
128,129.83354139328003,715
129,130.83642268180847,714
130,131.8385570049286,715
131,132.8409764766693,716
132,133.84346437454224,716
133,134.84582042694092,715
134,135.8481526374817,716
135,136.85130167007446,715
136,137.85424828529358,716
137,138.85803413391113,717
138,139.85984444618225,714
139,140.86369252204895,717
140,141.86601042747498,715
141,142.8696482181549,716
142,143.87234091758728,715
143,144.87571597099304,715
144,145.87878894805908,716
145,146.88151121139526,716
146,147.88486504554749,715
147,148.89042472839355,716
148,149.89261603355408,716
149,150.89540553092957,716
150,151.89806056022644,717
151,152.90056347846985,716
152,153.9037582874298,715
153,154.90620136260986,715
154,155.9089949131012,715
155,156.91184759140015,716
156,157.91525292396545,716
157,158.91808199882507,715
158,159.92143201828003,716
159,160.924458026886,715
160,161.92729496955872,716
161,162.93003606796265,715
162,163.93416810035706,714
163,164.93602633476257,716
164,165.93813395500183,715
165,166.94145584106445,715
166,167.9430980682373,715
167,168.94577407836914,715
168,169.94799733161926,716
169,170.9512960910797,714
170,171.95402646064758,714
171,172.95633363723755,715
172,173.9595446586609,716
173,174.96367764472961,716
174,175.96672368049622,715
175,176.9686164855957,715
176,177.97216320037842,713
177,178.97524762153625,715
178,179.9775574207306,714
179,180.9805932044983,716
180,181.9834339618683,716
181,182.98763465881348,715
182,183.9918429851532,714
183,184.99506998062134,714
185,187.00028228759766,715
186,188.0036084651947,715
187,189.00628805160522,715
188,190.0092339515686,715
189,191.01255059242249,715
190,192.01532745361328,714
191,193.01806569099426,714
192,194.02244663238525,714
193,195.02535676956177,714
194,196.02784609794617,714
195,197.0300214290619,715
196,198.0324101448059,713
197,199.03537678718567,714
198,200.03793001174927,713
199,201.04028844833374,715
200,202.0430338382721,715
201,203.04618287086487,713
202,204.0486855506897,714
203,205.05223894119263,714
204,206.0545072555542,714
205,207.05675625801086,714
206,208.05941939353943,713
207,209.0620982646942,713
208,210.06502628326416,713
209,211.06702375411987,712
210,212.06995964050293,713
211,213.07266211509705,714
212,214.0760042667389,714
213,215.07766699790955,712
214,216.08114862442017,713
215,217.0844099521637,712
216,218.0871820449829,712
217,219.09046530723572,713
218,220.09363102912903,713
219,221.09645247459412,710
220,222.09857511520386,712
221,223.10145044326782,712
222,224.10450911521912,713
223,225.1076316833496,713
224,226.1106677055359,712
225,227.11274600028992,711
226,228.11490845680237,714
227,229.11745929718018,713
228,230.11991667747498,712
229,231.1223258972168,711
230,232.12562704086304,712
231,233.12823224067688,711
232,234.13078451156616,712
233,235.1332926750183,713
234,236.13584756851196,712
235,237.13853693008423,713
236,238.14126229286194,711
237,239.14452862739563,711
238,240.1471860408783,712
239,241.15058970451355,712
240,242.1535313129425,713
241,243.15634489059448,712
242,244.1594307422638,711
243,245.1621015071869,713
244,246.1644628047943,712
245,247.16658639907837,713
246,248.17010140419006,713
247,249.17244625091553,713
248,250.1760482788086,713
249,251.17950248718262,709
250,252.1833872795105,712
251,253.1855320930481,711
252,254.18779492378235,714
253,255.1897749900818,713
254,256.19250869750977,712
255,257.19521975517273,712
256,258.19801092147827,712
257,259.2000946998596,712
258,260.20283603668213,712
259,261.20497035980225,710
260,262.2068862915039,712
261,263.2103126049042,711
262,264.21327662467957,713
263,265.21586537361145,711
264,266.21800899505615,712
265,267.22053480148315,713
266,268.22340273857117,712
267,269.2256934642792,713
268,270.2283561229706,712
269,271.2306478023529,712
270,272.233763217926,709
271,273.2356448173523,711
272,274.2388937473297,712
273,275.242160320282,712
275,277.2451751232147,713
276,278.24782133102417,710
277,279.24944496154785,712
278,280.25263929367065,709
279,281.2550973892212,712
280,282.2585096359253,711
281,283.2616193294525,712
282,284.26416969299316,712
283,285.266729593277,711
284,286.2701675891876,712
285,287.2729732990265,713
286,288.2764022350311,710
287,289.279545545578,712
288,290.2831666469574,707
289,291.28572630882263,713
290,292.289128780365,710
291,293.2917137145996,711
292,294.2940375804901,711
293,295.2968864440918,712
294,296.3004240989685,713
295,297.30348443984985,710
296,298.30679082870483,712
297,299.30906319618225,712
298,300.3125777244568,712
299,301.3147945404053,711
300,302.3174555301666,713
301,303.31983828544617,712
302,304.3225476741791,709
303,305.32524704933167,711
304,306.3280258178711,711
305,307.33082699775696,712
306,308.3331561088562,709
307,309.3354947566986,711
308,310.33865094184875,710
309,311.34194254875183,711
310,312.34470987319946,708
311,313.3473320007324,710
312,314.3498032093048,711
313,315.3531610965729,710
314,316.3562648296356,707
315,317.3599126338959,708
316,318.3619477748871,709
317,319.36469316482544,709
318,320.3664197921753,711
