loop, time, pressure
2,68.92238306999207,132,4.515
3,70.34421467781067,12,4.513
4,71.62131571769714,13,4.512
5,72.75823926925659,13,4.51
6,74.11929059028625,12,4.51
7,75.28723907470703,12,4.51
8,76.5220787525177,13,4.51
9,77.67124605178833,12,4.509
10,78.82220673561096,13,4.508
11,79.96537351608276,12,4.508
12,81.12329411506653,12,4.506
