loop,time,pressure,mass
2,12.708248376846313,114,2.253
3,13.9904944896698,14,2.253
5,16.214184284210205,14,2.253
6,17.359514951705933,14,2.253
7,18.496488571166992,14,2.253
8,19.621521472930908,14,2.253
9,20.75848889350891,14,2.252
10,21.911555767059326,14,2.252
11,23.03349280357361,4,2.252
12,24.183383464813232,14,2.252
13,25.318490982055664,14,2.252
14,26.44141149520874,13,2.252
15,27.577459573745728,14,2.252
16,28.715402603149414,14,2.252
17,29.86351990699768,14,2.252
18,31.002344608306885,14,2.252
19,32.12345266342163,15,2.252
20,33.26147127151489,4,2.252
21,34.39694809913635,14,2.252
22,35.54846477508545,15,2.242
23,36.6883704662323,14,2.252
24,37.88043284416199,14,2.252
27,41.078346729278564,14,2.253
28,42.24934959411621,14,2.252
29,43.390225887298584,13,2.407
30,44.53925895690918,13,2.329
31,45.67827534675598,13,2.365
32,46.8933322429657,15,2.392
33,48.02337384223938,20,2.422
34,49.16239070892334,19,2.443
35,50.35537004470825,18,2.46
36,51.57435417175293,20,2.471
37,52.762364864349365,22,2.48
38,53.94737482070923,22,2.49
39,55.1293420791626,21,2.498
40,56.30131959915161,26,2.505
41,57.51031470298767,25,2.515
42,58.66034412384033,28,2.524
43,59.85733652114868,25,2.533
44,61.043274879455566,29,2.541
45,62.22922348976135,24,2.544
46,63.38526749610901,33,2.557
47,64.51925420761108,42,2.562
48,65.65730595588684,35,2.572
49,66.84508514404297,7,2.576
50,68.00818514823914,38,2.586
51,69.21713376045227,35,2.593
52,70.39012885093689,33,2.6
53,71.57524132728577,41,2.607
54,72.76530528068542,40,2.619
55,73.9342725276947,45,2.621
56,75.07127857208252,38,2.631
57,76.29426121711731,45,2.637
58,77.45421385765076,40,2.641
59,78.58923101425171,53,2.648
60,79.77724146842957,49,2.655
61,80.93924331665039,43,2.663
62,82.16114521026611,45,2.673
63,83.35027980804443,50,2.671
64,84.53521513938904,55,2.696
65,85.74252700805664,63,2.737
66,86.86719512939453,63,2.765
67,88.01219081878662,68,2.795
68,89.21851849555969,74,2.827
69,90.35918664932251,76,2.855
70,91.48118019104004,79,2.881
71,92.62318634986877,91,2.911
72,93.83013653755188,94,2.94
73,94.96191787719727,105,2.969
74,96.08413696289062,99,2.999
75,97.2171139717102,109,3.029
76,98.36414909362793,112,3.058
77,99.5631194114685,119,3.087
78,100.70705461502075,111,3.118
79,101.91896653175354,127,3.148
82,105.049973487854,35,3.227
83,106.20803117752075,132,3.259
84,107.41904592514038,139,3.286
85,108.55319023132324,144,3.316
86,109.68409180641174,148,3.345
87,110.82105422019958,160,3.373
88,112.02909445762634,157,3.402
89,113.17910718917847,163,3.433
90,114.38507080078125,168,3.461
91,115.5140872001648,171,3.49
92,116.63812065124512,174,3.518
93,117.77007412910461,181,3.547
94,118.91104626655579,183,3.574
95,120.13521456718445,189,3.604
96,121.34404850006104,188,3.633
97,122.46898937225342,192,3.66
98,123.59997415542603,198,3.689
99,124.74601578712463,199,3.719
100,125.96502137184143,202,3.749
101,127.17683815956116,208,3.776
102,128.2998399734497,210,3.801
103,129.4450044631958,215,3.831
104,130.64899826049805,218,3.859
105,131.792964220047,221,3.889
106,133.00186443328857,227,3.917
107,134.1318392753601,231,3.944
108,135.2619400024414,233,3.969
109,136.40693402290344,238,3.999
110,137.61601400375366,243,4.026
111,138.76387238502502,247,4.055
112,139.96501636505127,250,4.081
113,141.09877848625183,253,4.109
114,142.24191570281982,257,4.138
115,143.45694851875305,261,4.168
116,144.65880966186523,262,4.192
117,145.78889203071594,265,4.219
118,146.90898609161377,268,4.246
119,148.04792189598083,271,4.275
120,149.25492024421692,274,4.3
121,150.38091778755188,277,4.327
122,151.51491379737854,281,4.354
123,152.72790145874023,285,4.381
124,153.86289143562317,289,4.409
125,155.08490443229675,298,4.437
126,156.2908067703247,302,4.464
127,157.41267609596252,307,4.488
