loop,time,pressure,mass
0,0.10019040107727051,386,-999
1,7.486953020095825,300,9.457
2,8.69844102859497,297,9.457
3,9.848935842514038,297,9.457
4,10.990383863449097,296,9.457
5,12.14937949180603,295,9.457
6,13.294446468353271,296,9.457
7,14.43745756149292,295,9.457
8,15.581533432006836,295,9.457
9,16.711518049240112,295,9.457
10,17.857537746429443,296,9.457
11,19.002342224121094,295,9.457
12,20.144383668899536,296,9.457
13,21.301410913467407,295,9.457
14,22.434427738189697,295,9.458
15,23.578433990478516,295,9.458
16,24.71940588951111,295,9.458
17,25.877471923828125,295,9.458
18,27.0225031375885,295,9.458
19,28.15252137184143,295,9.458
20,29.29347801208496,296,9.457
21,30.485259294509888,295,9.456
22,31.629379987716675,295,9.456
23,32.80637836456299,295,9.455
24,33.93441343307495,295,9.455
25,35.07050848007202,295,9.454
26,36.2245032787323,295,9.454
27,37.37235927581787,295,9.453
28,38.557411909103394,295,9.452
29,39.688432455062866,296,9.452
30,40.911381244659424,295,9.452
31,42.098390340805054,295,9.451
32,43.28839373588562,295,9.45
33,44.48143529891968,296,9.45
34,45.62540102005005,295,9.449
35,46.77624797821045,295,9.449
36,47.955300092697144,295,9.448
37,49.07935404777527,296,9.448
38,50.21336841583252,295,9.447
39,51.365270376205444,295,9.447
40,52.495245695114136,295,9.446
41,53.6392388343811,295,9.446
42,54.80640482902527,295,9.445
43,55.97940731048584,295,9.445
44,57.10539197921753,296,9.444
45,58.31538701057434,295,9.443
46,59.48928093910217,294,9.443
47,60.683268785476685,295,9.442
48,61.89120101928711,295,9.441
49,63.0332932472229,296,9.441
50,64.18228912353516,294,9.441
51,65.33124780654907,295,9.44
52,66.47127199172974,295,9.439
53,67.64137625694275,296,9.439
54,68.79435563087463,295,9.439
55,69.92936968803406,296,9.438
56,71.07426619529724,296,9.437
57,72.19335079193115,296,9.437
58,73.31323313713074,296,9.436
59,74.47234725952148,296,9.436
60,75.60714221000671,295,9.436
61,76.75496482849121,296,9.435
62,77.89627456665039,295,9.434
63,79.0502290725708,296,9.434
64,80.20617723464966,295,9.433
65,81.39023351669312,296,9.433
66,82.54622912406921,295,9.432
67,83.73032879829407,296,9.432
68,84.90919542312622,295,9.431
69,86.11723279953003,296,9.431
70,87.26515436172485,295,9.43
71,88.44727611541748,295,9.429
72,89.6392285823822,295,9.429
73,90.76116347312927,295,9.429
74,91.91919612884521,295,9.428
75,93.09822726249695,296,9.427
76,94.21011662483215,296,9.427
77,95.33115887641907,296,9.426
78,96.52727818489075,295,9.425
79,97.6711037158966,296,9.425
80,98.80916166305542,295,9.424
81,100.02404522895813,296,9.424
82,101.1650743484497,295,9.424
83,102.30816841125488,295,9.423
84,103.48519229888916,295,9.422
85,104.66428136825562,296,9.422
86,105.85616755485535,295,9.421
87,106.9890775680542,295,9.421
88,108.14502477645874,295,9.42
89,109.28713703155518,5,9.419
90,110.486079454422,295,9.419
91,111.65111303329468,295,9.418
92,112.76517796516418,295,9.418
93,113.92612504959106,295,9.418
94,115.06611657142639,295,9.417
95,116.19607138633728,295,9.417
96,117.35304594039917,295,9.416
97,118.57209849357605,295,9.416
98,119.79016542434692,296,9.416
99,120.91607451438904,295,9.415
100,122.11000680923462,295,9.414
101,123.23502016067505,295,9.413
102,124.39095950126648,295,9.413
103,125.61405158042908,295,9.412
104,126.80898904800415,295,9.412
105,128.00206995010376,295,9.411
106,129.15708351135254,296,9.41
107,130.28812193870544,296,9.41
108,131.4500253200531,296,9.41
109,132.60713124275208,296,9.409
110,133.7411162853241,295,9.409
111,134.89612436294556,296,9.408
112,136.1171350479126,295,9.407
113,137.26713919639587,296,9.407
114,138.4740743637085,296,9.406
115,139.66912317276,296,9.406
117,141.80958342552185,295,9.404
118,142.94407176971436,296,9.403
119,144.08412146568298,295,9.403
120,145.21809649467468,296,9.403
