loop,time,pressure,mass
0,0.10033273696899414,140,5.476
1,1.2425367832183838,139,5.499
2,2.4455411434173584,139,5.524
3,3.635533571243286,139,5.546
4,4.841520071029663,138,5.571
5,6.0315821170806885,137,5.595
6,7.223503589630127,137,5.617
7,8.414507865905762,139,5.642
8,9.60650897026062,138,5.663
9,10.809535264968872,138,5.686
10,11.984615325927734,138,5.709
11,13.186468124389648,139,5.732
12,14.371519327163696,138,5.754
13,15.557509660720825,139,5.778
14,16.771509885787964,138,5.8
15,17.943413734436035,141,5.823
16,19.120524644851685,142,5.843
17,20.30150556564331,144,5.868
18,21.50448203086853,148,5.887
19,22.712496757507324,152,5.912
20,23.918483018875122,154,5.93
21,25.086496591567993,157,5.956
22,26.276548862457275,159,5.976
23,27.468470335006714,163,5.997
24,28.684311628341675,166,6.02
25,29.875689029693604,171,6.057
26,31.06245183944702,165,6.147
27,32.28746724128723,175,5.974
28,33.49345374107361,177,6.104
29,34.69642186164856,180,6.126
30,35.87738490104675,184,6.213
31,37.00143599510193,186,6.566
32,38.22937560081482,188,6.324
33,39.43439269065857,192,6.432
34,40.58242654800415,195,6.667
35,41.780439138412476,198,6.227
36,42.911396980285645,196,6.454
37,44.03038215637207,205,6.207
38,45.182355880737305,205,6.248
39,46.39938306808472,213,6.657
40,47.62029242515564,211,6.454
41,48.840338468551636,208,6.416
42,50.04238438606262,218,6.004
43,51.1783607006073,221,6.315
44,52.37535047531128,223,6.377
45,53.6043221950531,225,6.511
46,54.800379037857056,232,6.654
47,55.931339263916016,230,6.501
48,57.147292375564575,231,6.91
49,58.267332315444946,234,7.479
50,59.40836572647095,244,7.232
51,60.52893114089966,243,6.307
52,61.65131616592407,246,6.599
53,62.777342319488525,244,6.717
54,63.907315492630005,248,7.157
55,65.03229475021362,249,6.849
56,66.16522789001465,255,6.948
57,67.30625128746033,259,8.478
58,68.53326058387756,264,7.82
59,69.6542341709137,266,7.545
60,70.78327679634094,264,6.679
61,71.92327213287354,265,6.725
62,73.13326668739319,269,6.811
63,74.2562952041626,273,7.005
64,75.4012610912323,278,7.116
65,76.62321043014526,276,6.736
66,77.83319902420044,278,6.747
67,79.02025318145752,281,6.767
68,80.2402617931366,284,6.78
69,81.39723658561707,286,6.801
70,82.5982301235199,289,6.817
71,83.79521918296814,291,7.512
72,85.0192244052887,301,8.214
73,86.2272322177887,300,7.034
74,87.3591673374176,302,6.984
75,88.48913097381592,303,7.233
76,89.6131706237793,286,6.972
77,90.73719573020935,318,6.93
78,91.86218452453613,313,7.442
79,92.99318099021912,314,6.964
80,94.11318516731262,318,6.977
81,95.29817509651184,320,6.994
82,96.48620533943176,322,7.008
83,97.67919206619263,324,7.024
84,98.80913305282593,326,7.039
85,99.97216844558716,330,7.06
86,101.18813705444336,32,7.076
87,102.35214185714722,334,7.091
88,103.56914281845093,336,7.105
89,104.76215815544128,337,7.12
90,105.93011522293091,340,7.132
91,107.08008217811584,342,7.149
92,108.27012205123901,345,7.161
93,109.42711210250854,347,7.175
94,110.58411622047424,349,7.19
97,113.73102140426636,355,7.229
98,114.93905353546143,7,7.242
99,116.08305764198303,358,7.257
100,117.23206377029419,361,7.272
101,118.36105823516846,363,7.285
102,119.50701475143433,365,7.301
103,120.70805382728577,365,7.315
104,121.89105010032654,367,7.327
105,123.09302496910095,370,7.34
106,124.22300815582275,372,7.355
107,125.38399863243103,375,7.373
108,126.59004998207092,377,7.386
109,127.73898553848267,378,7.399
110,128.90802216529846,380,7.414
111,130.09502029418945,382,7.433
112,131.2789604663849,377,7.454
113,132.4700174331665,391,7.476
114,133.66009402275085,393,7.505
115,134.86200976371765,397,7.532
116,136.0840175151825,400,7.559
117,137.30200147628784,404,7.586
118,138.49699926376343,409,7.61
119,139.70399475097656,413,7.638
120,140.92797231674194,416,7.666
121,142.12003254890442,421,7.689
122,143.33997654914856,423,7.715
123,144.5349998474121,426,7.74
124,145.7329125404358,432,7.763
125,146.92895889282227,434,7.791
